1,0.203
2,0.341
3,0.159
4,0.163
5,0.116
6,0.06
7,0.177
8,0.078
9,0.309
10,0.197
11,0.354
12,0.331
13,0.395
14,0.279
15,0.176
16,0.127
17,0.369
18,0.041
19,0.264
20,0.314
21,0.041
22,0.16
23,0.021
24,0.042
25,0.33
26,0.076
27,0.395
28,0.008
29,0.133
30,0.036
31,0.007
32,0.132
33,0.36
34,0.196
35,0.254
36,0.119
37,0.199
38,0.188
39,0.168
40,0.072
41,0.387
42,0.293
43,0.139
44,0.032
45,0.261
46,0.241
47,0.301
48,0.286
49,0.298
50,0.228
51,0.054
52,0.092
53,0.066
54,0.383
55,0.35
56,0.298
57,0.218
58,0.157
59,0.076
60,0.319
61,0.024
62,0.215
63,0.133
64,0.361
65,0.022
66,0.296
67,0.128
68,0.3
69,0.392
70,0.144
71,0.168
72,0.023
73,0.167
74,0.191
75,0.182
76,0.248
77,0.262
78,0.014
79,0.222
80,0.305
81,0.131
82,0.31
83,0.21
84,0.183
85,0.2
86,0.351
87,0.007
88,0.61
89,0.363
90,0.208
91,0.435
92,0.384
93,0.467
94,0.098
95,0.464
96,0.017
97,0.305
98,0.535
99,0.19
100,0.027
101,0.088
102,0.346
103,0.528
104,0.307
105,0.317
106,0.35
107,0.191
108,0.005
109,0.134
110,0.326
111,0.322
112,0.187
113,0.333
114,0.244
115,0.072
116,0.099
117,0.218
118,0.258
119,0.61
120,0.056
121,0.111
122,0.189
123,0.063
124,0.163
125,0.305
126,0.263
127,0.36
128,0.092
129,0.319
130,0.125
131,0.356
132,0.024
133,0.103
134,0.014
135,0.042
136,0.174
137,0.275
138,0.381
139,0.239
140,0.166
141,0.349
142,0.325
143,0.059
144,0.164
145,0.392
146,0.041
147,0.201
148,0.333
149,0.307
150,0.001
151,0.175
152,0.486
153,0.385
154,0.202
155,0.388
156,0.237
157,0.23
158,0.176
159,0.347
160,0.141
161,0.028
162,0.336
163,0.389
164,0.229
165,0.243
166,0.162
167,0.22
168,0.368
169,0.084
170,0.361
171,0.327
172,0.337
173,0.171
174,0.023
175,0.37
176,0.318
177,0.369
178,0.096
179,0.145
180,0.041
181,0.071
182,0.213
183,0.248
184,0.083
185,0.299
186,0.224
187,0.267
188,0.298
189,0.239
190,0.042
191,0.222
192,0.072
193,0.33
194,0.331
195,0.171
196,0.017
197,0.055
198,0.053
199,0.247
200,0.097
201,0.203
202,0.323
203,0.348
204,0.583
205,0.055
206,0.157
207,0.045
208,0.251
209,0.343
210,0.302
211,0.395
212,0.341
213,0.332
214,0.329
215,0.371
216,0.219
217,0.257
218,0.006
219,0.384
220,0.355
221,0.166
222,0.019
223,0.317
224,0.325
225,0.32
226,0.08
227,0.623
228,0.007
229,0.368
230,0.09
231,0.163
232,0.278
233,0.304
234,0.09
235,0.259
236,0.001
237,0.17
238,0.016
239,0.209
240,0.015
241,0.069
242,0.129
243,0.162
244,0.376
245,0.222
246,0.408
247,0.128
248,0.288
249,0.088
250,0.384
251,0.178
252,0.099
253,0.333
254,0.247
255,0.397
256,0.294
257,0.179
258,0.164
259,0.001
260,0.288
261,0.136
262,0.431
263,0.062
264,0.393
265,0.055
266,0.393
267,0.058
268,0.027
269,0.07
270,0.12
271,0.237
272,0.363
273,0.025
274,0.251
275,0.394
276,0.063
277,0.104
278,0.133
279,0.034
280,0.11
281,0.6
282,0.087
283,0.224
284,0.017
285,0.364
286,0.088
287,0.37
288,0.057
289,0.141
290,0.045
291,0.217
292,0.256
293,0.161
294,0.337
295,0.014
296,0.267
297,0.287
298,0.105
299,0.258
300,0.691
301,0.204
302,0.246
303,0.292
304,0.263
305,0.2
306,0.251
307,0.375
308,0.286
309,0.013
310,0.295
311,0.179
312,0.352
313,0.111
314,0.254
315,0.285
316,0.237
317,0.398
318,0.573
319,0.064
320,0.288
321,0.245
322,0.376
323,0.106
324,0.026
325,0.128
326,0.067
327,0.361
328,0.208
329,0.301
330,0.128
331,0.077
332,0.198
333,0.367
334,0.375
335,0.012
336,0.304
337,0.281
338,0.481
339,0.057
340,0.04
341,0.391
342,0.049
343,0.33
344,0.352
345,0.153
346,0.002
347,0.208
348,0.267
349,0.078
350,0.375
351,0.336
352,0.084
353,0.077
354,0.211
355,0.332
356,0.204
357,0.144
358,0.455
359,0.15
360,0.01
361,0.072
362,0.266
363,0.084
364,0.244
365,0.146
366,0.315
367,0.207
368,0.353
369,0.088
370,0.096
371,0.157
372,0.276
373,0.392
374,0.24
375,0.399
376,0.534
377,0.178
378,0.389
379,0.25
380,0.354
381,0.069
382,0.01
383,0.334
384,0.099
385,0.373
386,0.199
387,0.392
388,0.147
389,0.391
390,0.376
391,0.117
392,0.136
393,0.399
394,0.018
395,0.108
396,0.044
397,0.566
398,0.26
399,0.222
400,0.389
401,0.121
402,0.06
403,0.081
404,0.395
405,0.259
406,0.139
407,0.295
408,0.314
409,0.067
410,0.101
411,0.139
412,0.338
413,0.68
414,0.299
415,0.224
416,0.187
417,0.381
418,0.236
419,0.169
420,0.245
421,0.177
422,0.177
423,0.368
424,0.228
425,0.03
426,0.299
427,0.105
428,0.352
429,0.151
430,0.156
431,0.273
432,0.19
433,0.511
434,0.383
435,0.057
436,0.26
437,0.205
438,0.153
439,0.397
440,0.241
441,0.192
442,0.118
443,0.327
444,0.104
445,0.029
446,0.045
447,0.138
448,0.643
449,0.206
450,0.045
451,0.12
452,0.012
453,0.058
454,0.071
455,0.356
456,0.163
457,0.058
458,0.163
459,0.246
460,0.389
461,0.286
462,0.233
463,0.046
464,0.129
465,0.06
466,0.168
467,0.019
468,0.131
469,0.366
470,0.111
471,0.262
472,0.661
473,0.13
474,0.105
475,0.111
476,0.068
477,0.052
478,0.027
479,0.338
480,0.357
481,0.017
482,0.366
483,0.208
484,0.315
485,0.055
486,0.175
487,0.072
488,0.279
489,0.674
490,0.36
491,0.076
492,0.115
493,0.076
494,0.279
495,0.285
496,0.072
497,0.05
498,0.315
499,0.336
500,0.294
501,0.374
502,0.216
503,0.098
504,0.395
505,0.097
506,0.129
507,0.143
508,0.07
509,0.663
510,0.371
511,0.21
512,0.175
513,0.131
514,0.34
515,0.189
516,0.129
517,0.033
518,0.216
519,0.304
520,0.072
521,0.332
522,0.268
523,0.255
524,0.366
525,0.006
526,0.214
527,0.198
528,0.239
529,0.52
530,0.135
531,0.123
532,0.294
533,0.041
534,0.234
535,0.119
536,0.234
537,0.141
538,0.235
539,0.292
540,0.053
541,0.035
542,0.227
543,0.206
544,0.101
545,0.099
546,0.312
547,0.249
548,0.177
549,0.025
550,0.041
551,0.314
552,0.117
553,0.273
554,0.35
555,0.304
556,0.228
557,0.151
558,0.39
559,0.663
560,0.342
561,0.256
562,0.132
563,0.102
564,0.13
565,0.369
566,0.135
567,0.238
568,0.393
569,0.307
570,0.357
571,0.383
572,0.185
573,0.214
574,0.038
575,0.12
576,0.092
577,0.258
578,0.195
579,0.369
580,0.336
581,0.212
582,0.103
583,0.064
584,0.044
585,0.197
586,0.102
587,0.014
588,0.393
589,0.062
590,0.007
591,0.385
592,0.477
593,0.155
594,0.361
595,0.375
596,0.069
597,0.116
598,0.191
599,0.008
600,0.05
601,0.394
602,0.144
603,0.132
604,0.033
605,0.34
606,0.29
607,0.233
608,0.054
609,0.055
610,0.384
611,0.337
612,0.057
613,0.391
614,0.127
615,0.308
616,0.293
617,0.193
618,0.14
619,0.05
620,0.234
621,0.599
622,0.088
623,0.138
624,0.199
625,0.192
626,0.399
627,0.157
628,0.376
629,0.14
630,0.113
631,0.109
632,0.154
633,0.311
634,0.196
635,0.054
636,0.237
637,0.3
638,0.104
639,0.028
640,0.219
641,0.173
642,0.38
643,0.204
644,0.011
645,0.078
646,0.144
647,0.348
648,0.079
649,0.179
650,0.07
651,0.382
652,0.001
653,0.361
654,0.11
655,0.689
656,0.163
657,0.394
658,0.276
659,0.288
660,0.39
661,0.298
662,0.317
663,0.2
664,0.006
665,0.237
666,0.342
667,0.226
668,0.306
669,0.207
670,0.393
671,0.319
672,0.235
673,0.3
674,0.01
675,0.232
676,0.335
677,0.292
678,0.11
679,0.099
680,0.255
681,0.216
682,0.272
683,0.315
684,0.638
685,0.239
686,0.101
687,0.212
688,0.317
689,0.308
690,0.22
691,0.022
692,0.333
693,0.201
694,0.148
695,0.017
696,0.137
697,0.119
698,0.299
699,0.077
700,0.387
701,0.31
702,0.364
703,0.312
704,0.203
705,0.245
706,0.106
707,0.282
708,0.122
709,0.134
710,0.031
711,0.366
712,0.477
713,0.393
714,0.285
715,0.296
716,0.855
717,0.632
718,0.703
719,0.73
720,0.543
721,0.593
722,0.671
723,0.565
724,0.538
725,0.77
726,0.855
727,0.678
728,0.83
729,0.732
730,0.754
731,0.715
732,0.791
733,0.654
734,0.619
735,0.781
736,0.84
737,0.851
738,0.894
739,0.863
740,0.67
741,0.872
742,0.574
743,0.602
744,0.518
745,0.814
746,0.754
747,0.645
748,0.63
749,0.821
750,0.82
751,0.517
752,0.736
753,0.821
754,0.573
755,0.825
756,0.553
757,0.85
758,0.797
759,0.791
760,0.577
761,0.734
762,0.859
763,0.81
764,0.666
765,0.603
766,0.74
767,0.625
768,0.614
769,0.792
770,0.637
771,0.042
772,0.505
773,0.809
774,0.582
775,0.577
776,0.76
777,0.591
778,0.637
779,0.763
780,0.768
781,0.141
782,0.675
783,0.523
784,0.871
785,0.594
786,0.626
787,0.638
788,0.781
789,0.896
790,0.63
791,0.704
792,0.523
793,0.31
794,0.777
795,0.46
796,0.734
797,0.635
798,0.544
799,0.858
800,0.839
801,0.737
802,0.887
803,0.698
804,0.719
805,0.581
806,0.889
807,0.617
808,0.824
809,0.816
810,0.668
811,0.711
812,0.78
813,0.511
814,0.206
815,0.537
816,0.591
817,0.698
818,0.646
819,0.644
820,0.624
821,0.583
822,0.676
823,0.581
824,0.424
825,0.676
826,0.716
827,0.677
828,0.855
829,0.812
830,0.73
831,0.262
832,0.554
833,0.617
834,0.568
835,0.663
836,0.71
837,0.895
838,0.683
839,0.88
840,0.716
841,0.536
842,0.519
843,0.527
844,0.853
845,0.568
846,0.441
847,0.866
848,0.663
849,0.809
850,0.749
851,0.231
852,0.669
853,0.831
854,0.527
855,0.782
856,0.532
857,0.801
858,0.739
859,0.728
860,0.573
861,0.765
862,0.72
863,0.543
864,0.66
865,0.685
866,0.621
867,0.688
868,0.629
869,0.511
870,0.849
871,0.747
872,0.241
873,0.614
874,0.666
875,0.798
876,0.672
877,0.851
878,0.509
879,0.642
880,0.566
881,0.716
882,0.859
883,0.59
884,0.625
885,0.655
886,0.811
887,0.77
888,0.569
889,0.518
890,0.687
891,0.53
892,0.616
893,0.703
894,0.847
895,0.671
896,0.794
897,0.142
898,0.673
899,0.548
900,0.485
901,0.711
902,0.642
903,0.535
904,0.608
905,0.573
906,0.649
907,0.734
908,0.746
909,0.65
910,0.738
911,0.644
912,0.511
913,0.583
914,0.625
915,0.577
916,0.649
917,0.63
918,0.787
919,0.776
920,0.572
921,0.707
922,0.599
923,0.393
924,0.563
925,0.703
926,0.736
927,0.803
928,0.574
929,0.636
930,0.889
931,0.661
932,0.761
933,0.775
934,0.629
935,0.677
936,0.67
937,0.623
938,0.889
939,0.818
940,0.812
941,0.649
942,0.832
943,0.747
944,0.803
945,0.862
946,0.561
947,0.641
948,0.031
949,0.697
950,0.535
951,0.56
952,0.599
953,0.89
954,0.669
955,0.876
956,0.682
957,0.821
958,0.733
959,0.531
960,0.552
961,0.801
962,0.777
963,0.683
964,0.817
965,0.796
966,0.545
967,0.624
968,0.556
969,0.643
970,0.615
971,0.578
972,0.721
973,0.743
974,0.622
975,0.8
976,0.861
977,0.822
978,0.897
979,0.819
980,0.775
981,0.701
982,0.691
983,0.675
984,0.527
985,0.024
986,0.833
987,0.664
988,0.85
989,0.527
990,0.681
991,0.507
992,0.513
993,0.853
994,0.733
995,0.668
996,0.603
997,0.818
998,0.809
999,0.778
1000,0.778
1001,0.544
1002,0.651
1003,0.744
1004,0.746
1005,0.644
1006,0.591
1007,0.747
1008,0.623
1009,0.614
1010,0.682
1011,0.593
1012,0.894
1013,0.551
1014,0.667
1015,0.19
1016,0.659
1017,0.512
1018,0.755
1019,0.83
1020,0.693
1021,0.883
1022,0.761
1023,0.727
1024,0.849
1025,0.678
1026,0.795
1027,0.57
1028,0.734
1029,0.682
1030,0.679
1031,0.561
1032,0.569
1033,0.759
1034,0.561
1035,0.561
1036,0.824
1037,0.763
1038,0.872
1039,0.554
1040,0.659
1041,0.755
1042,0.819
1043,0.542
1044,0.763
1045,0.839
1046,0.164
1047,0.819
1048,0.512
1049,0.727
1050,0.571
1051,0.573
1052,0.718
1053,0.576
1054,0.772
1055,0.263
1056,0.782
1057,0.567
1058,0.584
1059,0.753
1060,0.861
1061,0.831
1062,0.724
1063,0.762
1064,0.728
1065,0.678
1066,0.795
1067,0.517
1068,0.71
1069,0.542
1070,0.648
1071,0.626
1072,0.828
1073,0.898
1074,0.564
1075,0.788
1076,0.899
1077,0.53
1078,0.552
1079,0.737
1080,0.588
1081,0.772
1082,0.525
1083,0.604
1084,0.846
1085,0.79
1086,0.775
1087,0.114
1088,0.85
1089,0.742
1090,0.765
1091,0.511
1092,0.5
1093,0.775
1094,0.5
1095,0.785
1096,0.882
1097,0.636
1098,0.861
1099,0.894
1100,0.896
1101,0.854
1102,0.561
1103,0.541
1104,0.802
1105,0.787
1106,0.515
1107,0.51
1108,0.594
1109,0.591
1110,0.683
1111,0.517
1112,0.613
1113,0.577
1114,0.51
1115,0.718
1116,0.167
1117,0.523
1118,0.65
1119,0.569
1120,0.874
1121,0.863
1122,0.738
1123,0.721
1124,0.681
1125,0.528
1126,0.858
1127,0.727
1128,0.72
1129,0.69
1130,0.811
1131,0.578
1132,0.793
1133,0.777
1134,0.695
1135,0.681
1136,0.866
1137,0.753
1138,0.889
1139,0.595
1140,0.867
1141,0.72
1142,0.829
1143,0.689
1144,0.741
1145,0.58
1146,0.852
1147,0.835
1148,0.542
1149,0.766
1150,0.703
1151,0.541
1152,0.177
1153,0.603
1154,0.631
1155,0.754
1156,0.826
1157,0.786
1158,0.824
1159,0.806
1160,0.76
1161,0.516
1162,0.5
1163,0.588
1164,0.673
1165,0.841
1166,0.814
1167,0.871
1168,0.534
1169,0.643
1170,0.646
1171,0.537
1172,0.761
1173,0.673
1174,0.662
1175,0.822
1176,0.15
1177,0.72
1178,0.539
1179,0.506
1180,0.754
1181,0.575
1182,0.768
1183,0.705
1184,0.818
1185,0.539
1186,0.673
1187,0.711
1188,0.848
1189,0.858
1190,0.894
1191,0.792
1192,0.617
1193,0.664
1194,0.589
1195,0.653
1196,0.766
1197,0.889
1198,0.541
1199,0.548
1200,0.557
1201,0.65
1202,0.883
1203,0.797
1204,0.768
1205,0.665
1206,0.719
1207,0.511
1208,0.688
1209,0.761
1210,0.793
1211,0.28
1212,0.776
1213,0.681
1214,0.578
1215,0.593
1216,0.522
1217,0.532
1218,0.64
1219,0.871
1220,0.576
1221,0.681
1222,0.823
1223,0.793
1224,0.58
1225,0.83
1226,0.825
1227,0.894
1228,0.712
1229,0.756
1230,0.573
1231,0.88
1232,0.827
1233,0.621
1234,0.666
1235,0.814
1236,0.851
1237,0.632
1238,0.694
1239,0.716
1240,0.634
1241,0.484
1242,0.786
1243,0.099
1244,0.808
1245,0.526
1246,0.826
1247,0.693
1248,0.612
1249,0.754
1250,0.838
1251,0.826
1252,0.664
1253,0.545
1254,0.68
1255,0.611
1256,0.633
1257,0.807
1258,0.514
1259,0.63
1260,0.829
1261,0.837
1262,0.716
1263,0.571
1264,0.729
1265,0.667
1266,0.463
1267,0.757
1268,0.234
1269,0.511
1270,0.628
1271,0.812
1272,0.701
1273,0.875
1274,0.596
1275,0.611
1276,0.766
1277,0.531
1278,0.581
1279,0.74
1280,0.604
1281,0.571
1282,0.774
1283,0.679
1284,0.826
1285,0.788
1286,0.655
1287,0.803
1288,0.818
1289,0.625
1290,0.574
1291,0.759
